Bauperiode,Bezirk,Adresse
nach 1945,21,Prager Straße 31 / 1
nach 1945,21,Prager Straße 31 / 9
nach 1945,21,Prager Straße 31 / 8
nach 1945,21,Prager Straße 31 / 7
nach 1945,21,Prager Straße 31 / 6
nach 1945,21,Prager Straße 31 / 5
nach 1945,21,Prager Straße 31 / 4
nach 1945,21,Prager Straße 31 / 3
nach 1945,21,Prager Straße 31 / 2
nach 1945,21,Prager Straße 31 / 13
nach 1945,21,Prager Straße 31 / 12
1848 -1918,21,Prager Straße 35
nach 1945,21,Hagenbrunner Straße 12
1848 -1918,21,Steinbügelweg 65
1919 - 1945,21,Steinbügelweg 58
1919 - 1945,21,Franklinstraße 20 / 7
1919 - 1945,21,Franklinstraße 20 / 8
1919-1945,21,Franklinstraße 20
1919 - 1945,21,Franklinstraße 20 / 14
1919 - 1945,21,Franklinstraße 20 / 15
1919 - 1945,21,Franklinstraße 20 / 18
1919 - 1945,21,Franklinstraße 20 / 11
1919 - 1945,21,Franklinstraße 20 / 12
1919 - 1945,21,Franklinstraße 20 / 13
1919 - 1945,21,Franklinstraße 20 / 5
1919 - 1945,21,Franklinstraße 20 / 6
1919 - 1945,21,Franklinstraße 20 / 3
1919 - 1945,21,Franklinstraße 20 / 4
1919 - 1945,21,Franklinstraße 20 / 19
1919 - 1945,21,Franklinstraße 20 / 20
1946-1976,21,Franklinstraße 24
1946-1976,21,Franklinstraße 26
1946-1976,21,Franklinstraße 27 - 33
1848 -1918,21,Wiener Gasse 1
vor 1848,21,Wiener Gasse 2
1848 -1918,21,Wiener Gasse 3
nach 1945,21,Wiener Gasse 6 / 1
nach 1945,21,Wiener Gasse 6 / 2
1919 - 1945,21,Franklinstraße 20 / 10
1919 - 1945,21,Franklinstraße 20 / 9
1919 - 1945,21,Franklinstraße 20 / 2
1919 - 1945,21,Franklinstraße 20 / 17
nach 1945,21,Floridusgasse 35
nach 1945,21,Floridusgasse 36
1848 -1918,21,Floridusgasse 37
nach 1945,21,Floridusgasse 38
1848 -1918,21,Floridusgasse 39
nach 1945,21,Floridusgasse 40
nach 1945,21,Floridusgasse 41
nach 1945,21,Floridusgasse 43
nach 1945,21,Scheffelstraße 14
1919 - 1945,21,Scheffelstraße 16
nach 1945,21,Wiener Gasse 8
nach 1945,21,Scheffelstraße 18
1848 -1918,21,Scheffelstraße 22
nach 1945,21,Scheffelstraße 24 / 2
nach 1945,21,Scheffelstraße 24 / 1
nach 1945,21,Scheffelstraße 24 / 3
1848 -1918,21,Scheffelstraße 26
1848 -1918,21,Scheffelstraße 27
nach 1945,21,Scheffelstraße 28
1848 -1918,21,Scheffelstraße 29
nach 1945,21,Scheffelstraße 31
1919 - 1945,21,Franklinstraße 20 / 1
1919 - 1945,21,Franklinstraße 20 / 16
nach 1945,21,Scheffelstraße 20
1848 -1918,21,Wiener Gasse 10
nach 1945,21,Wiener Gasse 12 / 2
nach 1945,21,Wiener Gasse 12 / 1
1848 -1918,21,Christian-Bucher-Gasse 26
1919 - 1945,21,Christian-Bucher-Gasse 27
nach 1945,21,Christian-Bucher-Gasse 29
1848 -1918,21,Christian-Bucher-Gasse 30
nach 1945,21,Christian-Bucher-Gasse 31
1919 - 1945,21,Christian-Bucher-Gasse 32 / 3
1919 - 1945,21,Christian-Bucher-Gasse 34 / 4
nach 1945,21,Christian-Bucher-Gasse 35
1848 -1918,21,Christian-Bucher-Gasse 36
1848 -1918,21,Christian-Bucher-Gasse 37
nach 1945,21,Anton-Störck-Gasse 49
nach 1945,21,Christian-Bucher-Gasse 25
1848 -1918,21,Anton-Störck-Gasse 50
nach 1945,21,Anton-Störck-Gasse 52
1919 - 1945,21,Anton-Störck-Gasse 53 / 1
nach 1945,21,Anton-Störck-Gasse 54
1919 - 1945,21,Anton-Störck-Gasse 55 / 2
nach 1945,21,Anton-Störck-Gasse 56 / 5
nach 1945,21,Anton-Störck-Gasse 56 / 1
nach 1945,21,Anton-Störck-Gasse 56 / 4
nach 1945,21,Anton-Störck-Gasse 56 / 3
nach 1945,21,Anton-Störck-Gasse 56 / 7
nach 1945,21,Anton-Störck-Gasse 56 / 6
nach 1945,21,Anton-Störck-Gasse 56 / 2
1848 -1918,21,Anton-Störck-Gasse 57
1848 -1918,21,Anton-Störck-Gasse 51
1848 -1918,21,Floridusgasse 34
nach 1945,21,Christian-Bucher-Gasse 24
nach 1945,21,Christian-Bucher-Gasse 19
nach 1945,21,Wiener Gasse 16
1848 -1918,21,Wiener Gasse 18
nach 1945,21,Wiener Gasse 20 / 2
nach 1945,21,Wiener Gasse 20 / 1
1848 -1918,21,Wiener Gasse 22
1848 -1918,21,Oskar-Grissemann-Straße 9
nach 1945,21,Oskar-Grissemann-Straße 15
1848 -1918,21,Oskar-Grissemann-Straße 21
nach 1945,21,Oskar-Grissemann-Straße 31
nach 1945,21,Oskar-Grissemann-Straße 35 / 3
nach 1945,21,Oskar-Grissemann-Straße 35 / 4
nach 1945,21,Christian-Bucher-Gasse 22
nach 1945,21,Oskar-Grissemann-Straße 35 / 8
nach 1945,21,Oskar-Grissemann-Straße 35 / 6
nach 1945,21,Oskar-Grissemann-Straße 35 / 1
nach 1945,21,Oskar-Grissemann-Straße 35 / 7
nach 1945,21,Oskar-Grissemann-Straße 35 / 5
nach 1945,21,Oskar-Grissemann-Straße 35 / 2
nach 1945,21,Oskar-Grissemann-Straße 53
nach 1945,21,Christian-Bucher-Gasse 7
1848 -1918,21,Christian-Bucher-Gasse 9
1848 -1918,21,Christian-Bucher-Gasse 11
nach 1945,21,Christian-Bucher-Gasse 15
nach 1945,21,Christian-Bucher-Gasse 17
nach 1945,21,Oskar-Grissemann-Straße 35 / 9
1848 -1918,21,Steinbügelweg 60
nach 1945,21,Floridusgasse 33
nach 1945,21,Floridusgasse 31
1848 -1918,21,Weinsteiggasse 1
nach 1945,21,Auckenthalergasse 7
1848 -1918,21,Auckenthalergasse 5
nach 1945,21,Auckenthalergasse 4
1848 -1918,21,Auckenthalergasse 3
nach 1945,21,Auckenthalergasse 2
nach 1945,21,Auckenthalergasse 1
1848 -1918,21,Auckenthalergasse 1 A
nach 1945,21,Zwerchbreitelngasse 22
nach 1945,21,Zwerchbreitelngasse 20
nach 1945,21,Zwerchbreitelngasse 7
nach 1945,21,Zwerchbreitelngasse 3
1848 -1918,21,Luckenholzgasse 532
1848 -1918,21,Luckenholzgasse 23
1848 -1918,21,Luckenholzgasse 21
1848 -1918,21,Luckenholzgasse 19
1848 -1918,21,Luckenholzgasse 17
1848 -1918,21,Luckenholzgasse 15
1848 -1918,21,Luckenholzgasse 13
nach 1945,21,Luckenholzgasse 11
nach 1945,21,Luckenholzgasse 9
nach 1945,21,Luckenholzgasse 5
nach 1945,21,Luckenholzgasse 3
1848 -1918,21,Weinsteiggasse 3
1848 -1918,21,Weinsteiggasse 5
nach 1945,21,Weinsteiggasse 7
1848 -1918,21,Steinbügelweg 56
1848 -1918,21,Steinbügelweg 54
1848 -1918,21,Steinbügelweg 52
nach 1945,21,Steinbügelweg 50
nach 1945,21,Paul-Hopfner-Gasse 22
1919 - 1945,21,Paul-Hopfner-Gasse 20
1848 -1918,21,Paul-Hopfner-Gasse 18
1848 -1918,21,Paul-Hopfner-Gasse 10
1848 -1918,21,Paul-Hopfner-Gasse 8
nach 1945,21,Paul-Hopfner-Gasse 6
1848 -1918,21,Paul-Hopfner-Gasse 2
nach 1945,21,Luckenholzgasse 2
1848 -1918,21,Gernengasse 10
1848 -1918,21,Gernengasse 8
1848 -1918,21,Gernengasse 6
1848 -1918,21,Gernengasse 5
1919 - 1945,21,Gernengasse 3
nach 1945,21,Weinsteiggasse 21
1848 -1918,21,Weinsteiggasse 19
1848 -1918,21,Weinsteiggasse 18
1919 - 1945,21,Weinsteiggasse 17
nach 1945,21,Weinsteiggasse 16
1848 -1918,21,Weinsteiggasse 11
1848 -1918,21,Gernengasse 12
nach 1945,21,Luckenholzgasse 1
1919 - 1945,21,Fultonstraße 5 - 11 / 7
1848 -1918,21,Rußbergstraße 77
1848 -1918,21,Rußbergstraße 76
1848 -1918,21,Rußbergstraße 75
1848 -1918,21,Rußbergstraße 74
1848 -1918,21,Rußbergstraße 73
1848 -1918,21,Rußbergstraße 72
1884-1918,21,Rußbergstraße 69
1884-1918,21,Rußbergstraße 62
1848 -1918,21,Floridusgasse 14
1848 -1918,21,Floridusgasse 15
1848 -1918,21,Rußbergstraße 78
1848 -1918,21,Floridusgasse 16
nach 1945,21,Floridusgasse 18
nach 1945,21,Floridusgasse 19
nach 1945,21,Floridusgasse 20 / 1
nach 1945,21,Floridusgasse 21
1848 -1918,21,Floridusgasse 22
1848 -1918,21,Floridusgasse 23
1848 -1918,21,Floridusgasse 24
nach 1945,21,Floridusgasse 25
nach 1945,21,Floridusgasse 26
1848 -1918,21,Floridusgasse 27
nach 1945,21,Floridusgasse 30 / 2
nach 1945,21,Floridusgasse 30 / 1
1848 -1918,21,Floridusgasse 17
1919 - 1945,21,Floridusgasse 32
1848 -1918,21,Rußbergstraße 79
1848 -1918,21,Rußbergstraße 81
1919 - 1945,21,Fultonstraße 5 - 11 / 6
1919 - 1945,21,Fultonstraße 5 - 11 / 5
1919 - 1945,21,Fultonstraße 5 - 11 / 10
1919 - 1945,21,Fultonstraße 5 - 11 / 3
1919 - 1945,21,Fultonstraße 5 - 11 / 2
1919 - 1945,21,Fultonstraße 5 - 11 / 1
1919 - 1945,21,Fultonstraße 5 - 11 / 4
1919 - 1945,21,Fultonstraße 5 - 11
Keine Angabe,21,Bahnhofplatz 3
nach 1945,21,Peitlgasse 10
1848 -1918,21,Rußbergstraße 80
Keine Angabe,21,Rußbergstraße 94 - 100 / 5
1848 -1918,21,Rußbergstraße 91
1848 -1918,21,Rußbergstraße 90
nach 1945,21,Rußbergstraße 89
1848 -1918,21,Rußbergstraße 88
1848 -1918,21,Rußbergstraße 87
1848 -1918,21,Rußbergstraße 86
1848 -1918,21,Rußbergstraße 85
1848 -1918,21,Rußbergstraße 84
1848 -1918,21,Rußbergstraße 83
1848 -1918,21,Rußbergstraße 82
nach 1945,21,Rußbergstraße 94 - 98
vor 1848,21,Hagenbrunner Straße 11
nach 1945,21,Hagenbrunner Straße 10
nach 1945,21,Hagenbrunner Straße 8
1919 - 1945,21,Werndlgasse 7 A
1919 - 1945,21,Werndlgasse 7
1919 - 1945,21,Werndlgasse 8
1919 - 1945,21,Werndlgasse 8 A
1919 - 1945,21,Werndlgasse 9
1919 - 1945,21,Werndlgasse 9 A
1919 - 1945,21,Werndlgasse 10 A
1919 - 1945,21,Werndlgasse 10
1919 - 1945,21,Werndlgasse 11 - 19 / 5
1919 - 1945,21,Werndlgasse 11 - 19 / 4
1919 - 1945,21,Werndlgasse 11 - 19 / 3
1919 - 1945,21,Werndlgasse 11 - 19 / 2
1919 - 1945,21,Werndlgasse 11 - 19 / 1
1919 - 1945,21,Werndlgasse 11 - 19 / 16
1919 - 1945,21,Werndlgasse 11 - 19 / 6
1919 - 1945,21,Werndlgasse 11 - 19 / 11
1919 - 1945,21,Werndlgasse 11 - 19 / 10
1919 - 1945,21,Werndlgasse 11 - 19 / 9
1919 - 1945,21,Werndlgasse 11 - 19 / 8
1919 - 1945,21,Werndlgasse 11 - 19 / 7
1919 - 1945,21,Werndlgasse 11 - 19 / 12
1919 - 1945,21,Werndlgasse 11 - 19 / 13
1919 - 1945,21,Werndlgasse 11 - 19 / 14
1919 - 1945,21,Werndlgasse 11 - 19 / 15
1919 - 1945,21,Werndlgasse 7 B
1919 - 1945,21,Werndlgasse 6
1919 - 1945,21,Werndlgasse 6 A
1919 - 1945,21,Werndlgasse 6 B
1919-1945,21,Mühlschüttelgasse 55 - 57
1919 - 1945,21,Mühlschüttelgasse 55 - 57 / 4
1919 - 1945,21,Mühlschüttelgasse 55 - 57 / 5
1919 - 1945,21,Mühlschüttelgasse 55 - 57 / 6
1919 - 1945,21,Mühlschüttelgasse 55 - 57 / 7
1919 - 1945,21,Mühlschüttelgasse 55 - 57 / 10
1919 - 1945,21,Mühlschüttelgasse 55 - 57 / 9
1919 - 1945,21,Mühlschüttelgasse 55 - 57 / 3
1919 - 1945,21,Mühlschüttelgasse 55 - 57 / 2
1919 - 1945,21,Mühlschüttelgasse 55 - 57 / 1
1919 - 1945,21,Mühlschüttelgasse 55 - 57 / 8
1919 - 1945,21,Werndlgasse 12
nach 1945,21,Mühlschüttelgasse 49
1848 -1918,21,Mühlschüttelgasse 45
1919 - 1945,21,Werndlgasse 1
1919 - 1945,21,Werndlgasse 2
1919 - 1945,21,Werndlgasse 3 B
1919 - 1945,21,Werndlgasse 3 A
1919 - 1945,21,Werndlgasse 3
1919 - 1945,21,Werndlgasse 4 A
1919 - 1945,21,Werndlgasse 4
1919 - 1945,21,Werndlgasse 5 B
1919 - 1945,21,Werndlgasse 5
1919 - 1945,21,Werndlgasse 5 A
nach 1945,21,Mühlschüttelgasse 47
1919 - 1945,21,Werndlgasse 14 - 18 / 9
1919 - 1945,21,Werndlgasse 14 - 18 / 11
nach 1945,21,Bahnsteggasse 22
nach 1945,21,Bahnsteggasse 24
1919-1945,21,Stephensongasse 8
Keine Angabe,21,Böhmgasse 3
1884-1918,21,Immengasse 3
1848 -1918,21,Immengasse 12
nach 1945,21,Immengasse 14
1919-1945,21,Opalgasse 13
Keine Angabe,21,Bahnsteggasse 20
1884-1918,21,Sildgasse 1
nach 1945,21,Immengasse 16
nach 1945,21,Immengasse 21
1848 -1918,21,Immengasse 23
1848 -1918,21,Immengasse 25 / 2
1848 -1918,21,Immengasse 25
1946-1976,21,Gerichtsgasse 1 / 1
1946-1976,21,Gerichtsgasse 3
1848 -1918,21,Gerichtsgasse 4
1884-1918,21,Gerichtsgasse 5
nach 1945,21,Gerichtsgasse 6
1884-1918,21,Gerichtsgasse 7 - 9 / 1
1919 - 1945,21,Mühlschüttelgasse 55 - 57 / 11
Keine Angabe,21,Bahnsteggasse 17 - 23
1919 - 1945,21,Werndlgasse 23 / 2
1919 - 1945,21,Werndlgasse 14 - 18 / 10
1919 - 1945,21,Werndlgasse 14 - 18 / 8
1919 - 1945,21,Werndlgasse 14 - 18 / 7
1919 - 1945,21,Werndlgasse 14 - 18 / 23
1919 - 1945,21,Werndlgasse 14 - 18 / 22
1919 - 1945,21,Werndlgasse 14 - 18 / 21
1919 - 1945,21,Werndlgasse 14 - 18 / 24
1919 - 1945,21,Werndlgasse 14 - 18 / 1
1919 - 1945,21,Werndlgasse 14 - 18 / 20
1919 - 1945,21,Werndlgasse 14 - 18 / 19
1919 - 1945,21,Werndlgasse 14 - 18 / 18
1919 - 1945,21,Werndlgasse 14 - 18 / 17
1919 - 1945,21,Werndlgasse 14 - 18 / 16
1919 - 1945,21,Werndlgasse 14 - 18 / 15
1919 - 1945,21,Werndlgasse 14 - 18 / 6
1919 - 1945,21,Werndlgasse 14 - 18 / 5
1848 -1918,21,Werndlgasse 14 - 18 / 4
1919 - 1945,21,Werndlgasse 14 - 18 / 12
1919 - 1945,21,Werndlgasse 14 - 18 / 13
1919 - 1945,21,Werndlgasse 14 - 18 / 2
1919 - 1945,21,Werndlgasse 14 - 18 / 3
nach 1945,21,Werndlgasse 20
1919 - 1945,21,Werndlgasse 23
1919 - 1945,21,Werndlgasse 23 / 1
1919 - 1945,21,Werndlgasse 14 - 18 / 14
nach 1945,21,Gerichtsgasse 8 / 1
1919 - 1945,21,Mühlschüttelgasse 55 - 57 / 12
1884-1918,21,Otto-Storch-Gasse 2 - 4 / 1
1848 -1918,21,Kinzerplatz 9
1919 - 1945,21,Kinzerplatz 10 - 11 / 1
1919 - 1945,21,Kinzerplatz 10 - 11 / 8
1919 - 1945,21,Kinzerplatz 10 - 11 / 6
1919 - 1945,21,Kinzerplatz 10 - 11 / 5
1919 - 1945,21,Kinzerplatz 10 - 11 / 7
1919 - 1945,21,Kinzerplatz 10 - 11 / 4
1919 - 1945,21,Kinzerplatz 10 - 11 / 3
1919 - 1945,21,Kinzerplatz 10 - 11 / 2
nach 1945,21,Kinzerplatz 12 - 13
1848 -1918,21,Kinzerplatz 14
nach 1945,21,Kinzerplatz 16 / 3
nach 1945,21,Kinzerplatz 17 / 2
nach 1945,21,Kinzerplatz 17 A / 1
1848 -1918,21,Kinzerplatz 18
1848 -1918,21,Kinzerplatz 19
1848 -1918,21,Kinzerplatz 20
1848 -1918,21,Kinzerplatz 21
1848 -1918,21,Kinzerplatz 22
1919 - 1945,21,Kinzerplatz 24 / 6
1919 - 1945,21,Kinzerplatz 24 / 5
1919 - 1945,21,Kinzerplatz 24 / 4
1919 - 1945,21,Kinzerplatz 24 / 3
1919 - 1945,21,Kinzerplatz 24 / 1
1848 -1918,21,Kinzerplatz 8 / 1
1848 -1918,21,Kinzerplatz 8 / 2
nach 1945,21,Kinzerplatz 6 - 7 / 2
nach 1945,21,Kinzerplatz 6 - 7 / 1
1919 - 1945,21,Theodor-Körner-Gasse 2
1848 -1918,21,Theodor-Körner-Gasse 4
nach 1945,21,Theodor-Körner-Gasse 8
nach 1945,21,Theodor-Körner-Gasse 10
1848 -1918,21,Theodor-Körner-Gasse 12
1848 -1918,21,Theodor-Körner-Gasse 13
nach 1945,21,Theodor-Körner-Gasse 18
nach 1945,21,Theodor-Körner-Gasse 19 / 4
1848 -1918,21,Theodor-Körner-Gasse 22
1848 -1918,21,Theodor-Körner-Gasse 24
nach 1945,21,Theodor-Körner-Gasse 25
1919 - 1945,21,Kinzerplatz 24 / 7
1848 -1918,21,Theodor-Körner-Gasse 26
nach 1945,21,Theodor-Körner-Gasse 28 / 2
nach 1945,21,Theodor-Körner-Gasse 29 / 3
nach 1945,21,Theodor-Körner-Gasse 29 / 2
1848 -1918,21,Theodor-Körner-Gasse 30
1848 -1918,21,Theodor-Körner-Gasse 32
1848 -1918,21,Theodor-Körner-Gasse 34
1848 -1918,21,Kinzerplatz 2
1848 -1918,21,Kinzerplatz 3 / 1
1848 -1918,21,Kinzerplatz 3 / 2
1848 -1918,21,Kinzerplatz 4
1848 -1918,21,Kinzerplatz 5
nach 1945,21,Theodor-Körner-Gasse 28 / 1
1919 - 1945,21,Kinzerplatz 24 / 8
1919 - 1945,21,Kinzerplatz 24 / 2
1919 - 1945,21,Kinzerplatz 24 / 9
1919-1945,21,Josef-Zapf-Gasse 9
1946-1976,21,Bonitzgasse 5 / 36
1946-1976,21,Jiricekgasse 10 / 26
1946-1976,21,Jiricekgasse 6 / 17
1946-1976,21,Lavantgasse 35
1919-1945,21,Lavantgasse 1 / 1
Keine Angabe,21,Zallingergasse 36
1919-1945,21,Anichweg 7
1919-1945,21,Voltelinistraße 64
1919-1945,21,Kerpengasse 4
1848 -1918,21,Morettigasse 17
1848 -1918,21,Morettigasse 15
nach 1945,21,Morettigasse 13
nach 1945,21,Morettigasse 5
1848 -1918,21,Morettigasse 3
1884-1918,21,Mayerweckstraße 34
1946-1976,21,Mayerweckstraße 2 - 8 / 10
1946-1976,21,Mayerweckstraße 1
vor 1848,21,Steidlgasse 17
1919 - 1945,21,Kinzerplatz 24 / 10
1848 -1918,21,Kinzerplatz C
1848 -1918,21,Kinzerplatz
1848 -1918,21,Kinzerplatz W
nach 1945,21,Meißauergasse 15 A
1919-1945,21,Irenäusgasse 19
nach 1945,21,Wilhelm-Raab-Gasse 6
1848 -1918,21,Wilhelm-Raab-Gasse 5
1848 -1918,21,Wilhelm-Raab-Gasse 4
nach 1945,21,Wilhelm-Raab-Gasse 3
1848 -1918,21,Steidlgasse 19
1848 -1918,21,Wilhelm-Raab-Gasse 2
Keine Angabe,21,Wilhelm-Raab-Gasse 1
vor 1848,21,Steidlgasse 1
1919 - 1945,21,Steidlgasse 3
vor 1848,21,Steidlgasse 4
vor 1848,21,Steidlgasse 5
nach 1945,21,Steidlgasse 6
vor 1848,21,Steidlgasse 7
1848 -1918,21,Steidlgasse 9
vor 1848,21,Steidlgasse 11
vor 1848,21,Steidlgasse 13
nach 1945,21,Steidlgasse 15
nach 1945,21,Gerichtsgasse 8 / 2
1919 - 1945,21,Gerichtsgasse 10
nach 1945,21,Gerichtsgasse 12 / 2
1848 -1918,21,Mühlschüttelgasse 43
1919 - 1945,21,Mühlschüttelgasse 41
1848 -1918,21,Mühlschüttelgasse 38
nach 1945,21,Mühlschüttelgasse 37 / 4
1884-1918,21,Prager Straße 203
1884-1918,21,Prager Straße 177
Keine Angabe,21,Prager Straße 123
Keine Angabe,21,Prager Straße 121
nach 1945,21,Prager Straße 115 - 119
1919 - 1945,21,Prager Straße 107
nach 1945,21,Prager Straße 101 - 105
nach 1945,21,Prager Straße 93 - 99 / 16
nach 1945,21,Prager Straße 93 - 99 / 25
nach 1945,21,Prager Straße 93 - 99 / 24
nach 1945,21,Prager Straße 93 - 99 / 23
nach 1945,21,Prager Straße 93 - 99 / 22
nach 1945,21,Prager Straße 93 - 99 / 21
nach 1945,21,Prager Straße 93 - 99 / 20
nach 1945,21,Prager Straße 93 - 99 / 13
nach 1945,21,Prager Straße 93 - 99 / 19
nach 1945,21,Prager Straße 93 - 99 / 3
nach 1945,21,Prager Straße 93 - 99 / 2
nach 1945,21,Prager Straße 93 - 99 / 7
nach 1945,21,Prager Straße 93 - 99 / 6
nach 1945,21,Dunantgasse 2
Keine Angabe,21,Dunantgasse 10 - 18 / 8
nach 1945,21,Dunantgasse 10 - 18 / 7
nach 1945,21,Angerer Straße 26
1919 - 1945,21,Dunantgasse 15 / 1
1919 - 1945,21,Dunantgasse 15 / 2
1919 - 1945,21,Dunantgasse 15 / 14
1919 - 1945,21,Dunantgasse 15 / 15
1919 - 1945,21,Dunantgasse 15 / 10
1919 - 1945,21,Dunantgasse 15 / 11
1919 - 1945,21,Dunantgasse 15 / 12
1919 - 1945,21,Dunantgasse 15 / 13
1919 - 1945,21,Dunantgasse 15 / 3
1919 - 1945,21,Dunantgasse 15 / 8
nach 1945,21,Prager Straße 93 - 99 / 5
1919 - 1945,21,Dunantgasse 15 / 9
1919 - 1945,21,Dunantgasse 15 / 5
1919 - 1945,21,Dunantgasse 15 / 7
1919 - 1945,21,Dunantgasse 15 / 6
1919 - 1945,21,Dunantgasse 13
nach 1945,21,Dunantgasse 10 - 18 / 9
nach 1945,21,Dunantgasse 10 - 18 / 10
nach 1945,21,Dunantgasse 10 - 18 / 2
nach 1945,21,Dunantgasse 10 - 18 / 3
nach 1945,21,Dunantgasse 10 - 18 / 4
nach 1945,21,Dunantgasse 10 - 18 / 5
nach 1945,21,Dunantgasse 10 - 18 / 1
nach 1945,21,Dunantgasse 10 - 18 / 6
1919 - 1945,21,Dunantgasse 15 / 4
nach 1945,21,Prager Straße 93 - 99 / 9
nach 1945,21,Prager Straße 93 - 99 / 8
nach 1945,21,Prager Straße 93 - 99 / 4
Keine Angabe,21,Dr.-Nekowitsch-Straße 1
Keine Angabe,21,Dr.-Nekowitsch-Straße 2
1884-1918,21,Dr.-Nekowitsch-Straße 15
nach 1945,21,Dr.-Nekowitsch-Straße 24
1848 -1918,21,Dr.-Nekowitsch-Straße 26
1848 -1918,21,Dr.-Nekowitsch-Straße 28
1848 -1918,21,Dr.-Nekowitsch-Straße 30
1848 -1918,21,Dr.-Nekowitsch-Straße 32
1848 -1918,21,Dr.-Nekowitsch-Straße 34
nach 1945,21,Dr.-Nekowitsch-Straße 36
nach 1945,21,Dr.-Nekowitsch-Straße 71 / 1
nach 1945,21,Dr.-Nekowitsch-Straße 71 / 5
nach 1945,21,Dr.-Nekowitsch-Straße 71 / 4
nach 1945,21,Dr.-Nekowitsch-Straße 71 / 6
nach 1945,21,Dr.-Nekowitsch-Straße 71 / 2
nach 1945,21,Dr.-Nekowitsch-Straße 75
1919 - 1945,21,Prager Straße 43 - 47 / 13
1919 - 1945,21,Prager Straße 43 - 47 / 12
1919 - 1945,21,Prager Straße 43 - 47 / 11
nach 1945,21,Hagenbrunner Straße 3
vor 1848,21,Hagenbrunner Straße 4
1848 -1918,21,Hagenbrunner Straße 5
vor 1848,21,Hagenbrunner Straße 6
nach 1945,21,Hagenbrunner Straße 7
nach 1945,21,Dr.-Nekowitsch-Straße 71 / 3
nach 1945,21,Angerer Straße 24
1919 - 1945,21,Prager Straße 43 - 47 / 6
1919 - 1945,21,Prager Straße 43 - 47 / 8
nach 1945,21,Prager Straße 93 - 99 / 1
1848 -1918,21,Prager Straße 91
Keine Angabe,21,Prager Straße 90
1848 -1918,21,Prager Straße 89
1884-1918,21,Prager Straße 88
1848 -1918,21,Prager Straße 87
1848 -1918,21,Prager Straße 85
1848 -1918,21,Prager Straße 83
1848 -1918,21,Prager Straße 81
1848 -1918,21,Prager Straße 79
1848 -1918,21,Prager Straße 77
1848 -1918,21,Prager Straße 75
1919 - 1945,21,Prager Straße 43 - 47 / 7
nach 1945,21,Prager Straße 71 - 73
1848 -1918,21,Prager Straße 67
1848 -1918,21,Prager Straße 65
nach 1945,21,Prager Straße 63
1848 -1918,21,Prager Straße 61
1848 -1918,21,Prager Straße 57
1919-1945,21,Prager Straße 56 - 58 / 1
1848 -1918,21,Prager Straße 51
1919 - 1945,21,Prager Straße 43 - 47 / 5
1919 - 1945,21,Prager Straße 43 - 47 / 4
1919 - 1945,21,Prager Straße 43 - 47 / 3
1919 - 1945,21,Prager Straße 43 - 47 / 2
1848 -1918,21,Prager Straße 69
1848 -1918,21,Angerer Straße 22
nach 1945,21,Angerer Straße 14
1919 - 1945,21,Angerer Straße 13
nach 1945,21,Nordbahnanlage 1
nach 1945,21,Nordbahnanlage 2
nach 1945,21,Nordbahnanlage 3
nach 1945,21,Nordbahnanlage 4
nach 1945,21,Nordbahnanlage 9
1848 -1918,21,Hoßplatz 4
1848 -1918,21,Hoßplatz 5
1848 -1918,21,Hoßplatz 6
1848 -1918,21,Hoßplatz 7
1848 -1918,21,Hoßplatz 8
Keine Angabe,21,Adolf-Loos-Gasse 12 / 1
Keine Angabe,21,Hoßplatz 9
nach 1945,21,Hoßplatz 11
1848 -1918,21,Hoßplatz 12
1848 -1918,21,Hoßplatz 13
1848 -1918,21,Hoßplatz 14
1848 -1918,21,Hoßplatz 15
1848 -1918,21,Hoßplatz 16
1848 -1918,21,Hoßplatz 17
nach 1945,21,Patrizigasse 2
nach 1945,21,Patrizigasse 4
nach 1945,21,Patrizigasse 5
1848 -1918,21,Patrizigasse 6
Keine Angabe,21,Hoßplatz 10
nach 1945,21,Patrizigasse 7
1946-1976,21,Adolf-Loos-Gasse 8 / 28
Nach 1976,21,Am Bruckhaufen 3
nach 1945,21,Gerichtsgasse 12 / 1
nach 1945,21,Gerichtsgasse 12 / 3
nach 1945,21,Gerichtsgasse 14
Keine Angabe,21,Gerichtsgasse 16
nach 1945,21,Gerichtsgasse 18 / 3
nach 1945,21,Gerichtsgasse 18 / 4
nach 1945,21,Gerichtsgasse 18 / 2
nach 1945,21,Gerichtsgasse 18 / 1
nach 1945,21,Gerichtsgasse 20 / 1
1919 - 1945,21,Gerichtsgasse 24 - 26
1919 - 1945,21,Michael-Dietmann-Gasse 2
1848 -1918,21,Michael-Dietmann-Gasse 4
nach 1945,21,Michael-Dietmann-Gasse 8
1848 -1918,21,Franz-Jonas-Platz 1
nach 1945,21,Franz-Jonas-Platz 2 - 3
nach 1945,21,Franz-Jonas-Platz 3 / 2
nach 1945,21,Franz-Jonas-Platz 3 / 1
1848 -1918,21,Franz-Jonas-Platz 4
1848 -1918,21,Franz-Jonas-Platz 5
nach 1945,21,Franz-Jonas-Platz 6
nach 1945,21,Franz-Jonas-Platz 7
nach 1945,21,Franz-Jonas-Platz 8 / 1
nach 1945,21,Michael-Dietmann-Gasse 6
1848 -1918,21,Anton-Störck-Gasse 59
Keine Angabe,21,Patrizigasse 8
1848 -1918,21,Patrizigasse 10
